Resume_ID,Category,Match_Score,Recommendation
RESUME_096,Python_Developer,25.226688152563824,❌ Not Recommended
RESUME_7828,Database_Administrator,24.578026749158848,❌ Not Recommended
RESUME_056,Python_Developer,24.247881560056893,❌ Not Recommended
RESUME_1061,Python_Developer,24.219918360482815,❌ Not Recommended
RESUME_2329,Java_Developer,24.151110300023383,❌ Not Recommended
RESUME_7745,Database_Administrator,23.81703653872486,❌ Not Recommended
RESUME_360,Python_Developer,23.619014107725782,❌ Not Recommended
RESUME_179,Python_Developer,23.431337668451498,❌ Not Recommended
RESUME_1162,Python_Developer,23.337778193857485,❌ Not Recommended
RESUME_107,Python_Developer,23.114401088629503,❌ Not Recommended
RESUME_935,Python_Developer,22.78261413270699,❌ Not Recommended
RESUME_767,Python_Developer,22.771211548909044,❌ Not Recommended
RESUME_7436,Database_Administrator,22.636571496083775,❌ Not Recommended
RESUME_8195,Database_Administrator,22.49188911459809,❌ Not Recommended
RESUME_1117,Python_Developer,22.449547025755763,❌ Not Recommended
RESUME_122,Python_Developer,22.348027581822016,❌ Not Recommended
RESUME_1116,Python_Developer,22.190134053519742,❌ Not Recommended
RESUME_071,Python_Developer,21.818557972949474,❌ Not Recommended
RESUME_1057,Python_Developer,21.676373155520427,❌ Not Recommended
RESUME_271,Python_Developer,21.565339424372613,❌ Not Recommended
RESUME_408,Python_Developer,21.52564000607308,❌ Not Recommended
RESUME_5237,Software_Developer,21.493101096436572,❌ Not Recommended
RESUME_1108,Python_Developer,21.212758251366193,❌ Not Recommended
RESUME_364,Python_Developer,21.065025171356496,❌ Not Recommended
RESUME_503,Python_Developer,20.771246594510007,❌ Not Recommended
RESUME_632,Python_Developer,20.540211247799782,❌ Not Recommended
RESUME_1043,Python_Developer,20.51424920274303,❌ Not Recommended
RESUME_3770,Project_manager,20.468613345795177,❌ Not Recommended
RESUME_077,Python_Developer,20.46794176374574,❌ Not Recommended
RESUME_506,Python_Developer,20.408124845843655,❌ Not Recommended
RESUME_065,Python_Developer,20.27387225486794,❌ Not Recommended
RESUME_051,Python_Developer,20.21893918538421,❌ Not Recommended
RESUME_1865,Java_Developer,19.942497839525117,❌ Not Recommended
RESUME_2510,Java_Developer,19.942497839525117,❌ Not Recommended
RESUME_915,Python_Developer,19.89476715242984,❌ Not Recommended
RESUME_552,Python_Developer,19.833360797631578,❌ Not Recommended
RESUME_1076,Python_Developer,19.78443350380818,❌ Not Recommended
RESUME_614,Python_Developer,19.674348142199317,❌ Not Recommended
RESUME_913,Python_Developer,19.44244253828471,❌ Not Recommended
RESUME_761,Python_Developer,19.406427323118933,❌ Not Recommended
RESUME_7641,Database_Administrator,19.157785364473867,❌ Not Recommended
RESUME_1951,Java_Developer,19.086545467154323,❌ Not Recommended
RESUME_386,Python_Developer,19.060456684946107,❌ Not Recommended
RESUME_7818,Database_Administrator,19.048901446903454,❌ Not Recommended
RESUME_1175,Python_Developer,18.875942786474695,❌ Not Recommended
RESUME_1247,Python_Developer,18.827876398455913,❌ Not Recommended
RESUME_7764,Database_Administrator,18.726370312625846,❌ Not Recommended
RESUME_4985,Security_Analyst,18.705502023932056,❌ Not Recommended
RESUME_1180,Python_Developer,18.649146897984153,❌ Not Recommended
RESUME_1166,Python_Developer,18.636891737841363,❌ Not Recommended
RESUME_033,Python_Developer,18.598808907749607,❌ Not Recommended
RESUME_1118,Python_Developer,18.143747019614896,❌ Not Recommended
RESUME_4050,Project_manager,18.071007510405753,❌ Not Recommended
RESUME_083,Python_Developer,17.893626794758084,❌ Not Recommended
RESUME_7889,Database_Administrator,17.825107243057037,❌ Not Recommended
RESUME_278,Python_Developer,17.81868182229483,❌ Not Recommended
RESUME_6814,Web_Developer,17.753093253576186,❌ Not Recommended
RESUME_111,Python_Developer,17.697656773448962,❌ Not Recommended
RESUME_4609,Security_Analyst,17.62302717819346,❌ Not Recommended
RESUME_4179,Project_manager,17.61366448215192,❌ Not Recommended
RESUME_774,Python_Developer,17.60428276724058,❌ Not Recommended
RESUME_1048,Python_Developer,17.572930588761643,❌ Not Recommended
RESUME_054,Python_Developer,17.550487481716566,❌ Not Recommended
RESUME_955,Python_Developer,17.462964447516775,❌ Not Recommended
RESUME_7634,Database_Administrator,17.33400970173118,❌ Not Recommended
RESUME_1206,Python_Developer,17.11519555832545,❌ Not Recommended
RESUME_3606,Project_manager,17.111717512483494,❌ Not Recommended
RESUME_487,Python_Developer,16.931529303843707,❌ Not Recommended
RESUME_8059,Database_Administrator,16.85964652596543,❌ Not Recommended
RESUME_058,Python_Developer,16.806331481692602,❌ Not Recommended
RESUME_1056,Python_Developer,16.41821693932865,❌ Not Recommended
RESUME_4215,Project_manager,16.328453954638753,❌ Not Recommended
RESUME_3126,Network_Administrator,16.179702872430454,❌ Not Recommended
RESUME_1252,Python_Developer,16.008531381383865,❌ Not Recommended
RESUME_091,Python_Developer,15.977890190725812,❌ Not Recommended
RESUME_509,Python_Developer,15.976931059293728,❌ Not Recommended
RESUME_501,Python_Developer,15.97640232178975,❌ Not Recommended
RESUME_261,Python_Developer,15.968170269641192,❌ Not Recommended
RESUME_1086,Python_Developer,15.825539859398392,❌ Not Recommended
RESUME_002,Python_Developer,15.74011440954521,❌ Not Recommended
RESUME_3157,Network_Administrator,15.735618279368586,❌ Not Recommended
RESUME_231,Python_Developer,15.641396832031909,❌ Not Recommended
RESUME_234,Python_Developer,15.608535931105946,❌ Not Recommended
RESUME_1158,Python_Developer,15.553960893554331,❌ Not Recommended
RESUME_7058,Web_Developer,15.505152027066977,❌ Not Recommended
RESUME_241,Python_Developer,15.496666449712054,❌ Not Recommended
RESUME_7647,Database_Administrator,15.44289789187471,❌ Not Recommended
RESUME_466,Python_Developer,15.336400215768261,❌ Not Recommended
RESUME_299,Python_Developer,15.324166701744343,❌ Not Recommended
RESUME_1111,Python_Developer,15.311634255626661,❌ Not Recommended
RESUME_561,Python_Developer,15.28308874031564,❌ Not Recommended
RESUME_1137,Python_Developer,15.265758926942748,❌ Not Recommended
RESUME_1109,Python_Developer,15.263451564968353,❌ Not Recommended
RESUME_1105,Python_Developer,15.262056556670933,❌ Not Recommended
RESUME_1107,Python_Developer,15.251135104996274,❌ Not Recommended
RESUME_7657,Database_Administrator,15.239220959479361,❌ Not Recommended
RESUME_1106,Python_Developer,15.218550053225318,❌ Not Recommended
RESUME_1832,Java_Developer,15.217959627968112,❌ Not Recommended
RESUME_436,Python_Developer,15.214936911910543,❌ Not Recommended
RESUME_817,Python_Developer,15.204974033036441,❌ Not Recommended
RESUME_1110,Python_Developer,15.195856372882337,❌ Not Recommended
RESUME_1078,Python_Developer,15.19284009911688,❌ Not Recommended
RESUME_868,Python_Developer,15.161266922453926,❌ Not Recommended
RESUME_867,Python_Developer,15.153433371831559,❌ Not Recommended
RESUME_570,Python_Developer,15.122722069688766,❌ Not Recommended
RESUME_7007,Web_Developer,15.066683420474646,❌ Not Recommended
RESUME_1138,Python_Developer,15.028910336852755,❌ Not Recommended
RESUME_1063,Python_Developer,15.006530865333065,❌ Not Recommended
RESUME_057,Python_Developer,14.96732795665427,❌ Not Recommended
RESUME_634,Python_Developer,14.812976231019798,❌ Not Recommended
RESUME_1081,Python_Developer,14.763553630487744,❌ Not Recommended
RESUME_2069,Java_Developer,14.760441337144853,❌ Not Recommended
RESUME_1064,Python_Developer,14.73777022968608,❌ Not Recommended
RESUME_1236,Python_Developer,14.718001879637239,❌ Not Recommended
RESUME_1265,Python_Developer,14.713812421296996,❌ Not Recommended
RESUME_683,Python_Developer,14.705609314356751,❌ Not Recommended
RESUME_624,Python_Developer,14.697969566295965,❌ Not Recommended
RESUME_545,Python_Developer,14.686249573362229,❌ Not Recommended
RESUME_7659,Database_Administrator,14.633145495369673,❌ Not Recommended
RESUME_293,Python_Developer,14.611995597632346,❌ Not Recommended
RESUME_673,Python_Developer,14.592391760833188,❌ Not Recommended
RESUME_693,Python_Developer,14.59207489798099,❌ Not Recommended
RESUME_5186,Software_Developer,14.5613314915951,❌ Not Recommended
RESUME_256,Python_Developer,14.557248057523728,❌ Not Recommended
RESUME_021,Python_Developer,14.536616839245292,❌ Not Recommended
RESUME_514,Python_Developer,14.514233049816244,❌ Not Recommended
RESUME_362,Python_Developer,14.474463414849009,❌ Not Recommended
RESUME_224,Python_Developer,14.467437704047118,❌ Not Recommended
RESUME_006,Python_Developer,14.389306478300746,❌ Not Recommended
RESUME_815,Python_Developer,14.35581323078183,❌ Not Recommended
RESUME_8180,Database_Administrator,14.355249964349392,❌ Not Recommended
RESUME_6137,Systems_Administrator,14.30047700900803,❌ Not Recommended
RESUME_1275,Python_Developer,14.298467882802477,❌ Not Recommended
RESUME_2205,Java_Developer,14.279778392844644,❌ Not Recommended
RESUME_1223,Python_Developer,14.242696585749224,❌ Not Recommended
RESUME_475,Python_Developer,14.21967426520343,❌ Not Recommended
RESUME_730,Python_Developer,14.219017519051267,❌ Not Recommended
RESUME_2133,Java_Developer,14.17828019915908,❌ Not Recommended
RESUME_663,Python_Developer,14.153555619666868,❌ Not Recommended
RESUME_1249,Python_Developer,14.149929186947377,❌ Not Recommended
RESUME_694,Python_Developer,14.13911015596245,❌ Not Recommended
RESUME_1099,Python_Developer,14.114267299645242,❌ Not Recommended
RESUME_1153,Python_Developer,14.046400732154188,❌ Not Recommended
RESUME_381,Python_Developer,14.036194009294062,❌ Not Recommended
RESUME_7413,Database_Administrator,14.020802482463399,❌ Not Recommended
RESUME_374,Python_Developer,13.889827781407792,❌ Not Recommended
RESUME_007,Python_Developer,13.879966364118445,❌ Not Recommended
RESUME_930,Python_Developer,13.879348086482127,❌ Not Recommended
RESUME_1863,Java_Developer,13.879045717342493,❌ Not Recommended
RESUME_826,Python_Developer,13.844439571840336,❌ Not Recommended
RESUME_910,Python_Developer,13.830067248485426,❌ Not Recommended
RESUME_690,Python_Developer,13.809757920936555,❌ Not Recommended
RESUME_1080,Python_Developer,13.77430382502991,❌ Not Recommended
RESUME_735,Python_Developer,13.766286938787237,❌ Not Recommended
RESUME_200,Python_Developer,13.744995370676163,❌ Not Recommended
RESUME_2315,Java_Developer,13.742101740063358,❌ Not Recommended
RESUME_1097,Python_Developer,13.702581397532484,❌ Not Recommended
RESUME_6972,Web_Developer,13.656524049113852,❌ Not Recommended
RESUME_7514,Database_Administrator,13.655384718775892,❌ Not Recommended
RESUME_1274,Python_Developer,13.651037733008515,❌ Not Recommended
RESUME_678,Python_Developer,13.64810875721258,❌ Not Recommended
RESUME_441,Python_Developer,13.642909493585393,❌ Not Recommended
RESUME_216,Python_Developer,13.632424789986167,❌ Not Recommended
RESUME_650,Python_Developer,13.616131198251194,❌ Not Recommended
RESUME_1260,Python_Developer,13.60130766254682,❌ Not Recommended
RESUME_6651,Web_Developer,13.540536857057669,❌ Not Recommended
RESUME_532,Python_Developer,13.397677280721185,❌ Not Recommended
RESUME_7542,Database_Administrator,13.39295812549296,❌ Not Recommended
RESUME_796,Python_Developer,13.366954874483566,❌ Not Recommended
RESUME_786,Python_Developer,13.356690742258937,❌ Not Recommended
RESUME_798,Python_Developer,13.350100452699548,❌ Not Recommended
RESUME_497,Python_Developer,13.272916181258484,❌ Not Recommended
RESUME_1139,Python_Developer,13.205799546480716,❌ Not Recommended
RESUME_512,Python_Developer,13.188474985295539,❌ Not Recommended
RESUME_751,Python_Developer,13.175784286149137,❌ Not Recommended
RESUME_106,Python_Developer,13.164105957421743,❌ Not Recommended
RESUME_144,Python_Developer,13.16173696987057,❌ Not Recommended
RESUME_3599,Project_manager,13.115900994706903,❌ Not Recommended
RESUME_679,Python_Developer,13.111231756004713,❌ Not Recommended
RESUME_255,Python_Developer,13.086226987416788,❌ Not Recommended
RESUME_420,Python_Developer,13.08175959783538,❌ Not Recommended
RESUME_580,Python_Developer,13.071247555432999,❌ Not Recommended
RESUME_324,Python_Developer,13.053973664650552,❌ Not Recommended
RESUME_5757,Systems_Administrator,13.049469792055623,❌ Not Recommended
RESUME_770,Python_Developer,13.039503169907729,❌ Not Recommended
RESUME_372,Python_Developer,12.950122588566504,❌ Not Recommended
RESUME_012,Python_Developer,12.947541356890776,❌ Not Recommended
RESUME_687,Python_Developer,12.924332367028033,❌ Not Recommended
RESUME_1142,Python_Developer,12.881176958285003,❌ Not Recommended
RESUME_7104,Web_Developer,12.87173082562569,❌ Not Recommended
RESUME_1756,Java_Developer,12.83899825959695,❌ Not Recommended
RESUME_1074,Python_Developer,12.809937762565179,❌ Not Recommended
RESUME_577,Python_Developer,12.791198104745796,❌ Not Recommended
RESUME_388,Python_Developer,12.769264326640508,❌ Not Recommended
RESUME_203,Python_Developer,12.764152514156915,❌ Not Recommended
RESUME_413,Python_Developer,12.729318901177237,❌ Not Recommended
RESUME_1136,Python_Developer,12.726980882606847,❌ Not Recommended
RESUME_1216,Python_Developer,12.725221625467753,❌ Not Recommended
RESUME_1150,Python_Developer,12.67743834008698,❌ Not Recommended
RESUME_1098,Python_Developer,12.669537953496993,❌ Not Recommended
RESUME_882,Python_Developer,12.660722623939574,❌ Not Recommended
RESUME_3827,Project_manager,12.614954792041754,❌ Not Recommended
RESUME_117,Python_Developer,12.608643374158756,❌ Not Recommended
RESUME_668,Python_Developer,12.602782680070293,❌ Not Recommended
RESUME_485,Python_Developer,12.602305899969684,❌ Not Recommended
RESUME_354,Python_Developer,12.584311875458484,❌ Not Recommended
RESUME_696,Python_Developer,12.578788536915098,❌ Not Recommended
RESUME_118,Python_Developer,12.544948532957243,❌ Not Recommended
RESUME_365,Python_Developer,12.52576098020082,❌ Not Recommended
RESUME_268,Python_Developer,12.512690910164933,❌ Not Recommended
RESUME_086,Python_Developer,12.504504434234157,❌ Not Recommended
RESUME_7564,Database_Administrator,12.500566122288612,❌ Not Recommended
RESUME_453,Python_Developer,12.496320003139589,❌ Not Recommended
RESUME_022,Python_Developer,12.45581369611137,❌ Not Recommended
RESUME_173,Python_Developer,12.427996079342819,❌ Not Recommended
RESUME_237,Python_Developer,12.427525398912426,❌ Not Recommended
RESUME_097,Python_Developer,12.42157072121964,❌ Not Recommended
RESUME_601,Python_Developer,12.401889738391699,❌ Not Recommended
RESUME_835,Python_Developer,12.397672319483831,❌ Not Recommended
RESUME_439,Python_Developer,12.396616736211515,❌ Not Recommended
RESUME_1248,Python_Developer,12.288505644860907,❌ Not Recommended
RESUME_636,Python_Developer,12.279189668906545,❌ Not Recommended
RESUME_832,Python_Developer,12.278970393316119,❌ Not Recommended
RESUME_047,Python_Developer,12.26918870044114,❌ Not Recommended
RESUME_5874,Systems_Administrator,12.265723216948283,❌ Not Recommended
RESUME_1167,Python_Developer,12.264984516733794,❌ Not Recommended
RESUME_7629,Database_Administrator,12.263811684962397,❌ Not Recommended
RESUME_013,Python_Developer,12.24626501745394,❌ Not Recommended
RESUME_704,Python_Developer,12.230587643288105,❌ Not Recommended
RESUME_7913,Database_Administrator,12.21991074782637,❌ Not Recommended
RESUME_845,Python_Developer,12.178222629896197,❌ Not Recommended
RESUME_834,Python_Developer,12.176389741981748,❌ Not Recommended
RESUME_215,Python_Developer,12.16522378723453,❌ Not Recommended
RESUME_1212,Python_Developer,12.121898848709769,❌ Not Recommended
RESUME_281,Python_Developer,12.110709298950688,❌ Not Recommended
RESUME_1828,Java_Developer,12.11050380233168,❌ Not Recommended
RESUME_1160,Python_Developer,12.103934327747538,❌ Not Recommended
RESUME_495,Python_Developer,12.096667104203416,❌ Not Recommended
RESUME_309,Python_Developer,12.09009983495389,❌ Not Recommended
RESUME_717,Python_Developer,12.071549959660402,❌ Not Recommended
RESUME_1190,Python_Developer,12.05594232757127,❌ Not Recommended
RESUME_895,Python_Developer,12.051365954990747,❌ Not Recommended
RESUME_524,Python_Developer,12.029268495653849,❌ Not Recommended
RESUME_3888,Project_manager,12.02146979811168,❌ Not Recommended
RESUME_468,Python_Developer,12.020938130365797,❌ Not Recommended
RESUME_140,Python_Developer,11.981956451747118,❌ Not Recommended
RESUME_1976,Java_Developer,11.976318322405437,❌ Not Recommended
RESUME_714,Python_Developer,11.974575239723244,❌ Not Recommended
RESUME_444,Python_Developer,11.956062341417303,❌ Not Recommended
RESUME_7887,Database_Administrator,11.949826143330466,❌ Not Recommended
RESUME_7815,Database_Administrator,11.937877967579574,❌ Not Recommended
RESUME_884,Python_Developer,11.92729413358739,❌ Not Recommended
RESUME_266,Python_Developer,11.922116186068852,❌ Not Recommended
RESUME_756,Python_Developer,11.907078733488245,❌ Not Recommended
RESUME_416,Python_Developer,11.901079325132313,❌ Not Recommended
RESUME_387,Python_Developer,11.891778771051957,❌ Not Recommended
RESUME_245,Python_Developer,11.88813705518271,❌ Not Recommended
RESUME_494,Python_Developer,11.887228161460765,❌ Not Recommended
RESUME_654,Python_Developer,11.875033266210727,❌ Not Recommended
RESUME_470,Python_Developer,11.854242134225144,❌ Not Recommended
RESUME_139,Python_Developer,11.8445515079428,❌ Not Recommended
RESUME_030,Python_Developer,11.827998102372925,❌ Not Recommended
RESUME_430,Python_Developer,11.79910248473548,❌ Not Recommended
RESUME_970,Python_Developer,11.780873278393228,❌ Not Recommended
RESUME_335,Python_Developer,11.770639375969742,❌ Not Recommended
RESUME_323,Python_Developer,11.743986520865379,❌ Not Recommended
RESUME_7368,Database_Administrator,11.697797701313966,❌ Not Recommended
RESUME_7508,Database_Administrator,11.691282823235142,❌ Not Recommended
RESUME_142,Python_Developer,11.676811260629115,❌ Not Recommended
RESUME_660,Python_Developer,11.676122756126528,❌ Not Recommended
RESUME_592,Python_Developer,11.673684923858648,❌ Not Recommended
RESUME_591,Python_Developer,11.66532165253715,❌ Not Recommended
RESUME_646,Python_Developer,11.66034264129344,❌ Not Recommended
RESUME_087,Python_Developer,11.65309338550064,❌ Not Recommended
RESUME_641,Python_Developer,11.64207436634383,❌ Not Recommended
RESUME_1187,Python_Developer,11.631402670428733,❌ Not Recommended
RESUME_407,Python_Developer,11.609048691223792,❌ Not Recommended
RESUME_334,Python_Developer,11.581978649581329,❌ Not Recommended
RESUME_8182,Database_Administrator,11.576393189021646,❌ Not Recommended
RESUME_7332,Database_Administrator,11.571220218284644,❌ Not Recommended
RESUME_2690,Front_End_Developer,11.558635533072463,❌ Not Recommended
RESUME_1065,Python_Developer,11.549587070084735,❌ Not Recommended
RESUME_7331,Database_Administrator,11.529157428238857,❌ Not Recommended
RESUME_492,Python_Developer,11.5214444003157,❌ Not Recommended
RESUME_533,Python_Developer,11.513290955670815,❌ Not Recommended
RESUME_7621,Database_Administrator,11.507010939290986,❌ Not Recommended
RESUME_573,Python_Developer,11.493519717584753,❌ Not Recommended
RESUME_1171,Python_Developer,11.475019376766404,❌ Not Recommended
RESUME_588,Python_Developer,11.473589584342996,❌ Not Recommended
RESUME_031,Python_Developer,11.473232788140804,❌ Not Recommended
RESUME_483,Python_Developer,11.455139612332173,❌ Not Recommended
RESUME_353,Python_Developer,11.45410569532527,❌ Not Recommended
RESUME_685,Python_Developer,11.4492699410225,❌ Not Recommended
RESUME_1156,Python_Developer,11.432509508735206,❌ Not Recommended
RESUME_422,Python_Developer,11.431023234071155,❌ Not Recommended
RESUME_151,Python_Developer,11.421067262306867,❌ Not Recommended
RESUME_516,Python_Developer,11.400025926834397,❌ Not Recommended
RESUME_866,Python_Developer,11.394055329815021,❌ Not Recommended
RESUME_662,Python_Developer,11.39342861774169,❌ Not Recommended
RESUME_856,Python_Developer,11.392214689006023,❌ Not Recommended
RESUME_569,Python_Developer,11.391473700853801,❌ Not Recommended
RESUME_343,Python_Developer,11.381158577287378,❌ Not Recommended
RESUME_1124,Python_Developer,11.372918062148441,❌ Not Recommended
RESUME_686,Python_Developer,11.370060849069924,❌ Not Recommended
RESUME_543,Python_Developer,11.357553056316286,❌ Not Recommended
RESUME_020,Python_Developer,11.356161308405472,❌ Not Recommended
RESUME_8202,Database_Administrator,11.343275185109723,❌ Not Recommended
RESUME_290,Python_Developer,11.330697895718043,❌ Not Recommended
RESUME_1169,Python_Developer,11.32518849022736,❌ Not Recommended
RESUME_682,Python_Developer,11.314711588749311,❌ Not Recommended
RESUME_249,Python_Developer,11.313557614669065,❌ Not Recommended
RESUME_228,Python_Developer,11.307709052229326,❌ Not Recommended
RESUME_709,Python_Developer,11.303222668134755,❌ Not Recommended
RESUME_035,Python_Developer,11.297503027782305,❌ Not Recommended
RESUME_327,Python_Developer,11.29452807256236,❌ Not Recommended
RESUME_396,Python_Developer,11.288875880594254,❌ Not Recommended
RESUME_211,Python_Developer,11.28058206320981,❌ Not Recommended
RESUME_744,Python_Developer,11.27831835082292,❌ Not Recommended
RESUME_1846,Java_Developer,11.275545870289521,❌ Not Recommended
RESUME_716,Python_Developer,11.255611080756877,❌ Not Recommended
RESUME_162,Python_Developer,11.23476280660818,❌ Not Recommended
RESUME_582,Python_Developer,11.234551487051677,❌ Not Recommended
RESUME_209,Python_Developer,11.231183538404427,❌ Not Recommended
RESUME_308,Python_Developer,11.212168607464584,❌ Not Recommended
RESUME_526,Python_Developer,11.202752053692471,❌ Not Recommended
RESUME_1266,Python_Developer,11.196662673628426,❌ Not Recommended
RESUME_794,Python_Developer,11.188589673698285,❌ Not Recommended
RESUME_4227,Project_manager,11.185053182960795,❌ Not Recommended
RESUME_2084,Java_Developer,11.179396228890976,❌ Not Recommended
RESUME_130,Python_Developer,11.164240234909595,❌ Not Recommended
RESUME_522,Python_Developer,11.15067188345511,❌ Not Recommended
RESUME_642,Python_Developer,11.148426441537135,❌ Not Recommended
RESUME_311,Python_Developer,11.143822967529116,❌ Not Recommended
RESUME_332,Python_Developer,11.136368254959525,❌ Not Recommended
RESUME_802,Python_Developer,11.135016856667635,❌ Not Recommended
RESUME_553,Python_Developer,11.133310266710621,❌ Not Recommended
RESUME_315,Python_Developer,11.11379762993161,❌ Not Recommended
RESUME_294,Python_Developer,11.085195927614874,❌ Not Recommended
RESUME_1101,Python_Developer,11.084591861133573,❌ Not Recommended
RESUME_210,Python_Developer,11.070255761753588,❌ Not Recommended
RESUME_398,Python_Developer,11.047695307444535,❌ Not Recommended
RESUME_322,Python_Developer,11.037204861016429,❌ Not Recommended
RESUME_460,Python_Developer,11.029606137040213,❌ Not Recommended
RESUME_568,Python_Developer,11.027023879024682,❌ Not Recommended
RESUME_507,Python_Developer,11.02434311897575,❌ Not Recommended
RESUME_394,Python_Developer,11.02392367784696,❌ Not Recommended
RESUME_644,Python_Developer,11.014014963644046,❌ Not Recommended
RESUME_238,Python_Developer,10.992296863957037,❌ Not Recommended
RESUME_877,Python_Developer,10.99087191969286,❌ Not Recommended
RESUME_161,Python_Developer,10.979062815139153,❌ Not Recommended
RESUME_204,Python_Developer,10.972055514504136,❌ Not Recommended
RESUME_1147,Python_Developer,10.96901348789435,❌ Not Recommended
RESUME_188,Python_Developer,10.957661734191571,❌ Not Recommended
RESUME_1066,Python_Developer,10.95255037123824,❌ Not Recommended
RESUME_1201,Python_Developer,10.945120119410511,❌ Not Recommended
RESUME_191,Python_Developer,10.943595708484697,❌ Not Recommended
RESUME_367,Python_Developer,10.937649582221018,❌ Not Recommended
RESUME_8114,Database_Administrator,10.934616421876159,❌ Not Recommended
RESUME_390,Python_Developer,10.913212839367217,❌ Not Recommended
RESUME_369,Python_Developer,10.90875181273528,❌ Not Recommended
RESUME_450,Python_Developer,10.906919842968197,❌ Not Recommended
RESUME_389,Python_Developer,10.902487567387716,❌ Not Recommended
RESUME_722,Python_Developer,10.899658521902015,❌ Not Recommended
RESUME_108,Python_Developer,10.890825669218623,❌ Not Recommended
RESUME_1089,Python_Developer,10.890715132940047,❌ Not Recommended
RESUME_073,Python_Developer,10.888911760867929,❌ Not Recommended
RESUME_233,Python_Developer,10.885750871533029,❌ Not Recommended
RESUME_028,Python_Developer,10.885750871533029,❌ Not Recommended
RESUME_127,Python_Developer,10.874146194813907,❌ Not Recommended
RESUME_150,Python_Developer,10.873280302152336,❌ Not Recommended
RESUME_596,Python_Developer,10.865973784463788,❌ Not Recommended
